URL,DSLD ID,Product Name,Company Name,Address,City,State,ZIP,Country,Manufacturer,Distributor,Packager,Reseller,Other
https://dsld.od.nih.gov/label/278908,278908,Eucalyptus Oil,Pure Herbs Ltd.,,Sterling Heights,MI,,,yes,no,no,no,no
https://dsld.od.nih.gov/label/278909,278909,Cedar Berries,Pure Herbs Ltd.,,Sterling Heights,MI,,,yes,no,no,no,no
https://dsld.od.nih.gov/label/278910,278910,Superb Wheat Grass,Pure Herbs Ltd.,,Sterling Heights,MI,,,yes,no,no,no,no
https://dsld.od.nih.gov/label/278911,278911,Turmeric,Pure Herbs Ltd.,,Sterling Heights,MI,,,yes,no,no,no,no
https://dsld.od.nih.gov/label/278912,278912,Green Ginger,Pure Herbs Ltd.,,Sterling Heights,MI,,,yes,no,no,no,no
https://dsld.od.nih.gov/label/278913,278913,Indian Sarsaparilla,Pure Herbs Ltd.,,Sterling Heights,MI,,,yes,no,no,no,no
https://dsld.od.nih.gov/label/278914,278914,Oregano,Pure Herbs Ltd.,,Sterling Heights,MI,,,yes,no,no,no,no
https://dsld.od.nih.gov/label/278915,278915,Oregano Oil,Pure Herbs Ltd.,,Sterling Heights,MI,,,yes,no,no,no,no
https://dsld.od.nih.gov/label/278916,278916,Beet Root,Pure Herbs Ltd.,,Sterling Heights,MI,,,yes,no,no,no,no
https://dsld.od.nih.gov/label/278917,278917,C Complete Powder,MegaFood,PO Box 5244,Manchester,NH,03108,USA,no,yes,no,no,no
https://dsld.od.nih.gov/label/278918,278918,Magnesium 300,MegaFood,PO Box 5244,Manchester,NH,03108,USA,no,yes,no,no,no
https://dsld.od.nih.gov/label/278919,278919,Women's One Daily,MegaFood,PO Box 5244,Manchester,NH,03108,USA,yes,no,no,no,no
https://dsld.od.nih.gov/label/278920,278920,Cerebral - PS 500,Mental Refreshment Nutrition,,Severna Park,MD,21146,,no,yes,no,no,no
https://dsld.od.nih.gov/label/278921,278921,L-Citrulline 1000 mg,Mental Refreshment Nutrition,,Severna Park,MD,21146,,no,yes,no,no,no
https://dsld.od.nih.gov/label/278925,278925,Complete Neuro,Nutri-West,P.O. Box 950,Douglas,WY,82633,,yes,no,no,no,no
https://dsld.od.nih.gov/label/278926,278926,Core Level Health Reserve,Nutri-West,P.O. Box 950,Douglas,WY,82633,,yes,no,no,no,no
https://dsld.od.nih.gov/label/278928,278928,Homocysteine Redux,Nutri-West,P.O. Box 950,Douglas,WY,82633,,yes,no,no,no,no
https://dsld.od.nih.gov/label/278931,278931,S.O.D. Lozenge,Nutri-West,P.O. Box 950,Douglas,WY,82633,,yes,no,no,no,no
https://dsld.od.nih.gov/label/278932,278932,SAGO-C-500,Nutri-West,P.O. Box 950,Douglas,WY,82633,,yes,no,no,no,no
https://dsld.od.nih.gov/label/278934,278934,Total Enzymes,Nutri-West,P.O. Box 950,Douglas,WY,82633,,yes,no,no,no,no
https://dsld.od.nih.gov/label/278935,278935,Total Eyebright-C,Nutri-West,P.O. Box 950,Douglas,WY,82633,,yes,no,no,no,no
https://dsld.od.nih.gov/label/278936,278936,Complete MG,Nutri-West,P.O. Box 950,Douglas,WY,82633,,yes,no,no,no,no
https://dsld.od.nih.gov/label/278937,278937,8X Mushroom Complex,Antler Farms NZ Ltd.,5 Klondyke Drive,Hornby South,Christchurchundefined,8042,New Zealand,no,yes,no,no,no
https://dsld.od.nih.gov/label/278938,278938,Activated Charcoal,Antler Farms NZ Ltd.,5 Klondyke Drive,Hornby South,Christchurchundefined,8042,New Zealand,no,yes,no,no,no
https://dsld.od.nih.gov/label/278939,278939,Beef Liver,Antler Farms NZ Ltd.,5 Klondyke Drive,Hornby South,Christchurchundefined,8042,New Zealand,no,yes,no,no,no
https://dsld.od.nih.gov/label/278940,278940,Beef Organs,Antler Farms NZ Ltd.,5 Klondyke Drive,Hornby South,Christchurchundefined,8042,New Zealand,no,yes,no,no,no
https://dsld.od.nih.gov/label/278941,278941,Bone & Marrow,Antler Farms NZ Ltd.,5 Klondyke Drive,Hornby South,Christchurchundefined,8042,New Zealand,no,yes,no,no,no
https://dsld.od.nih.gov/label/278942,278942,Green Lipped Mussel Oil,Antler Farms NZ Ltd.,5 Klondyke Drive,Hornby South,Christchurchundefined,8042,New Zealand,no,yes,no,no,no
https://dsld.od.nih.gov/label/278943,278943,New Zealand Fish Oil,Antler Farms NZ Ltd.,5 Klondyke Drive,Hornby South,Christchurchundefined,8042,New Zealand,no,yes,no,no,no
https://dsld.od.nih.gov/label/278945,278945,New Zealand Whey Protein Isolate Chocolate,Antler Farms NZ Ltd.,5 Klondyke Drive,Hornby South,Christchurchundefined,8042,New Zealand,no,yes,no,no,no
https://dsld.od.nih.gov/label/278946,278946,New Zealand Whey Protein Isolate Mixed Berry,Antler Farms NZ Ltd.,5 Klondyke Drive,Hornby South,Christchurchundefined,8042,New Zealand,no,yes,no,no,no
https://dsld.od.nih.gov/label/278947,278947,New Zealand Whey Protein Isolate Unflavored,Antler Farms NZ Ltd.,5 Klondyke Drive,Hornby South,Christchurchundefined,8042,New Zealand,no,yes,no,no,no
https://dsld.od.nih.gov/label/278948,278948,New Zealand Whey Protein Isolate Vanilla,Antler Farms NZ Ltd.,5 Klondyke Drive,Hornby South,Christchurchundefined,8042,New Zealand,no,yes,no,no,no
https://dsld.od.nih.gov/label/278949,278949,5 HTP Assist,PureFormulas,11800 NW 102nd Rd Ste 2,Miami,FL,33178,,no,yes,no,no,no
https://dsld.od.nih.gov/label/278950,278950,AndroGain,PureFormulas,11800 NW 102nd Road Suite 2,Miami,FL,33178,,no,yes,no,no,no
https://dsld.od.nih.gov/label/278951,278951,CandiErad,PureFormulas,11800 NW 102nd Road Suite 2,Miami,FL,33178,,no,yes,no,no,no
https://dsld.od.nih.gov/label/278952,278952,Magnesium Taurate 400 mg,PureFormulas,11800 NW 102nd Road Suite 2,Miami,FL,33178,,no,yes,no,no,no
https://dsld.od.nih.gov/label/278953,278953,Multi-Nutrient Support X,PureFormulas,11800 NW 102nd Road Suite 2,Miami,FL,33178,,no,yes,no,no,no
https://dsld.od.nih.gov/label/278954,278954,OsteoPure,PureFormulas,11800 NW 102nd Road Suite 2,Miami,FL,33178,,no,yes,no,no,no
https://dsld.od.nih.gov/label/278955,278955,Prenatal,PureFormulas,,,,,,yes,no,no,no,no
https://dsld.od.nih.gov/label/278956,278956,ThyroBlend,PureFormulas,11800 NW 102nd Road Suite 2,Miami,FL,33178,,no,yes,no,no,no
https://dsld.od.nih.gov/label/278957,278957,Vitamin D3 125 mcg (5000 IU),PureFormulas,11800 NW 102nd Road Suite 2,Miami,FL,33178,,no,yes,no,no,no
https://dsld.od.nih.gov/label/278958,278958,22 Reishis,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/278959,278959,22 Reishis,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/278960,278960,8 Immortals,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/278961,278961,8 Immortals,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/278962,278962,8 Immortals,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,yes,no,no,no,no
https://dsld.od.nih.gov/label/278963,278963,Albizia Flower Shen Drops,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/278964,278964,Albizia Flower Shen Drops,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/278965,278965,American Ginseng,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/278966,278966,American Ginseng,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/278967,278967,Apple Blossom,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/278968,278968,Astragalus Drops,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/278969,278969,Astragalus eeTee,Ron Teeguarden's Dragon Herbs,,Los Angeles,CA,90036,,yes,no,no,no,no
https://dsld.od.nih.gov/label/278970,278970,Bamboo Leaves,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/278971,278971,Bhutanese Wild Cordyceps,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/278972,278972,Black Tea,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/278973,278973,Black Tea,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/278974,278974,Brazilian Magic,Ron Teeguarden's Dragon Herbs,,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/278975,278975,Changbai Deer Antler Drops,Ron Teeguarden's Dragon Herbs,,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/278976,278976,Changbai Deer Antler Drops,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/278977,278977,Changbai Mountain Ant,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/278978,278978,Changbai Mountain Schizandra,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/278979,278979,Chrysanthemum eeTee,Ron Teeguarden's Dragon Herbs,,Los Angeles,CA,90036,,yes,no,no,no,no
https://dsld.od.nih.gov/label/278980,278980,Chrysanthemum Flower,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/278981,278981,Chrysanthemum Flower,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/278982,278982,Cordyceps Tonic Bliss Tea,Ron Teeguarden's Dragon Herbs,,,,,,yes,no,no,no,no
https://dsld.od.nih.gov/label/278983,278983,Coriolus Drops,Ron Teeguarden's Dragon Herbs,,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/278984,278984,Coriolus Drops,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/278985,278985,Cultured Cordyceps,Ron Teeguarden's Dragon Herbs,,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/278986,278986,Cultured Cordyceps,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/278987,278987,Cultured Cordyceps,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/278988,278988,Desert Cistanche Drops,Ron Teeguarden's Dragon Herbs,,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/278989,278989,Desert Cistanche Drops,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/278990,278990,Dew Drops,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/278991,278991,Diamond Mind,Ron Teeguarden's Dragon Herbs,,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/278992,278992,Diamond Mind,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/278993,278993,Dragon Well Green Tea,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/278994,278994,Dragon Well Green Tea,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/278995,278995,Duanwood Reishi,Ron Teeguarden's Dragon Herbs,,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/278996,278996,Duanwood Reishi,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/278997,278997,Earth Drops 100% Wild Ginseng,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/278998,278998,Eleuthero,Ron Teeguarden's Dragon Herbs,,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/278999,278999,Eucommia Bark,Ron Teeguarden's Dragon Herbs,,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279000,279000,Eucommia Bark,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279001,279001,Gecko Rockclimber,Ron Teeguarden's Dragon Herbs,,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279002,279002,Gecko Rockclimber,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279003,279003,Ginseng Sublime,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279004,279004,Ginseng Sublime,Ron Teeguarden's Dragon Herbs,,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279005,279005,Ginseng Sublime,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279006,279006,Goji and Schizandra Drops,Ron Teeguarden's Dragon Herbs,,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279007,279007,Goji and Schizandra Drops,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279008,279008,Green eeTee,Ron Teeguarden's Dragon Herbs,,Los Angeles,CA,90036,,yes,no,no,no,no
https://dsld.od.nih.gov/label/279009,279009,Green Tea,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279010,279010,Gynostemma,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279011,279011,Hawthorn Berry,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279012,279012,He Shou Wu,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279013,279013,He Shou Wu,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279014,279014,He Shou Wu eeTee,Ron Teeguarden's Dragon Herbs,,Los Angeles,CA,90036,,yes,no,no,no,no
https://dsld.od.nih.gov/label/279015,279015,Healer's Tea eeTee,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279016,279016,Healthy Vinegar,Ron Teeguarden's Dragon Herbs,,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279017,279017,Heaven Mountain Goji Drops,Ron Teeguarden's Dragon Herbs,,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279018,279018,Hibiscus (Roselle),Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279019,279019,Jasmine Flower,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279020,279020,Jasmine Pearl Green Tea,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279021,279021,Jasmine Pearl Green Tea,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279022,279022,King Tie Guan Yin Oolong Tea,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279023,279023,Lavender,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279024,279024,King Tie Guan Yin Oolong Tea,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279025,279025,Lily Flower,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279026,279026,Lion's Mane Drops,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279027,279027,Lion's Mane Drops,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279028,279028,Longan,Ron Teeguarden's Dragon Herbs,,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279029,279029,Longan eeTee,Ron Teeguarden's Dragon Herbs,,Los Angeles,CA,90036,,yes,no,no,no,no
https://dsld.od.nih.gov/label/279030,279030,Longan Fruit,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279031,279031,Luo Han Guo,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279032,279032,Luo Han Guo,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279033,279033,Lychee Black Tea,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279034,279034,Lychee Black Tea,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279035,279035,Mint,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279036,279036,Never-Say-Die Powder,Ron Teeguarden's Dragon Herbs,,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279037,279037,Oolong Tea,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279038,279038,Oolong Tea,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279039,279039,Ophiopogon Tuber,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279040,279040,Osmanthus,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279041,279041,Premium Jasmine Green Tea,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279042,279042,Premium Jasmine Green Tea,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279043,279043,Purple Reishi,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279044,279044,Qi Drops,Ron Teeguarden's Dragon Herbs,,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279045,279045,Qi Drops,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279046,279046,Red Ginseng Changbai Mountain,Ron Teeguarden's Dragon Herbs,,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279047,279047,Red Ginseng Changbai Mountain,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279048,279048,Rose Black Tea,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279049,279049,Rose Black Tea,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279050,279050,Rose Flower,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279051,279051,Rose Hip,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279052,279052,Schizandra,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279053,279053,Schizandra Drops,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279054,279054,Schizandra eeTee,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279055,279055,Schizandra Tonic Bliss Tea,Ron Teeguarden's Dragon Herbs,,,,,,yes,no,no,no,no
https://dsld.od.nih.gov/label/279056,279056,Shanghai Lady,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279057,279057,Shanghai Lady,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279058,279058,Shaolin Inner Power eeTee,Ron Teeguarden's Dragon Herbs,,Los Angeles,CA,90036,,yes,no,no,no,no
https://dsld.od.nih.gov/label/279059,279059,Shilajit Tonic Bliss Tea,Ron Teeguarden's Dragon Herbs,,,,,,yes,no,no,no,no
https://dsld.od.nih.gov/label/279060,279060,Snow Chrysanthemum,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279061,279061,Snow Chrysanthemum,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279062,279062,Snow Lotus Beauty eeTee,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279063,279063,Spring Dragon Longevity Drops,Ron Teeguarden's Dragon Herbs,,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279064,279064,Spring Dragon Longevity Drops,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279065,279065,Super Yang Jing,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279066,279066,Super Yang Jing,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279067,279067,Supreme Shen Drops,Ron Teeguarden's Dragon Herbs,,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279068,279068,Supreme Shen Drops,Ron Teeguarden's Dragon Herbs,P.O. Box 361459,Los Angeles,CA,90036,,no,yes,no,no,no
https://dsld.od.nih.gov/label/279069,279069,Sweetfruit Drops,Ron Teeguarden's Dragon Herbs,,Los Angeles,CA,90036,,no,yes,no,no,no
